"group_heb","unit_heb","year","subunit_heb","habitat_heb","factor_heb","proximity_heb","site_heb","lon","lat","species_heb","count"
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","יוטבתה",35.04739,29.88482,"צופית בוהקת",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","יוטבתה",35.04739,29.88482,"שחור זנב",1
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","יוטבתה",35.04739,29.88482,"שרקרק גמדי",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","יוטבתה",35.04739,29.88482,"תור צווארון",12
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","יוטבתה",35.04921,29.89928,"מדברון",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","יוטבתה",35.04921,29.89928,"עורב חום-עורף",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","יוטבתה",35.04921,29.89928,"קורא",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","יוטבתה",35.04921,29.89928,"שחור זנב",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","יוטבתה",35.04921,29.89928,"שרקרק גמדי",3
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","יוטבתה",35.04921,29.89928,"תור צווארון",9
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","לוטן",35.07275,29.99056,"חוגלת סלעים",4
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","לוטן",35.07275,29.99056,"סנונית מדבר",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","לוטן",35.07275,29.99056,"שחור זנב",1
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","לוטן",35.07275,29.99056,"תור צווארון",7
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","לוטן",35.08262,30.01875,"חוגלת סלעים",3
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","לוטן",35.08262,30.01875,"מדברון",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","לוטן",35.08262,30.01875,"עפרוני מדבר",1
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","לוטן",35.08262,30.01875,"שחור זנב",1
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","לוטן",35.08262,30.01875,"תור צווארון",4
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","לוטן",35.08338,30.00937,"צופית בוהקת",1
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","לוטן",35.08338,30.00937,"קורא",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","לוטן",35.08338,30.00937,"שרקרק גמדי",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","לוטן",35.08338,30.00937,"תור צווארון",5
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","פארן",35.13987,30.3505,"בז מצוי",1
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","פארן",35.13987,30.3505,"עפרוני מדבר",3
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","פארן",35.13987,30.3505,"תור צווארון",4
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","פארן",35.14607,30.3895,"בולבול ממושקף",1
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","פארן",35.14607,30.3895,"חצוצרן מדבר",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","פארן",35.14607,30.3895,"שחור זנב",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","פארן",35.14607,30.3895,"שרקרק גמדי",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","פארן",35.14607,30.3895,"תור צווארון",6
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","פארן",35.16018,30.39265,"עורב חום-עורף",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","פארן",35.16018,30.39265,"עפרוני מדבר",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","פארן",35.16018,30.39265,"שחור זנב",1
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","פארן",35.16018,30.39265,"תור צווארון",5
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","צופר",35.16845,30.55339,"בולבול ממושקף",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","צופר",35.16845,30.55339,"סנונית מדבר",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","צופר",35.16845,30.55339,"צופית בוהקת",1
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","צופר",35.16845,30.55339,"שחור זנב",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","צופר",35.16845,30.55339,"שרקרק גמדי",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","צופר",35.16845,30.55339,"תור צווארון",9
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","צופר",35.17674,30.54628,"בולבול ממושקף",3
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","צופר",35.17674,30.54628,"עפרוני מדבר",3
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","צופר",35.17674,30.54628,"קורא",4
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","צופר",35.17674,30.54628,"שחור זנב",1
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","צופר",35.17674,30.54628,"שרקרק גמדי",3
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","צופר",35.17674,30.54628,"תור צווארון",7
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","צופר",35.18484,30.57107,"עפרוני מדבר",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","צופר",35.18484,30.57107,"שחור זנב",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","צופר",35.18484,30.57107,"תור צווארון",3
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","עין יהב",35.24557,30.6966,"בולבול ממושקף",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","עין יהב",35.24557,30.6966,"שחור זנב",1
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","עין יהב",35.24557,30.6966,"שרקרק גמדי",3
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","עין יהב",35.24557,30.6966,"תור צווארון",7
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","עין יהב",35.24664,30.69168,"עפרוני מדבר",3
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","עין יהב",35.24664,30.69168,"עפרוני מצויץ",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","עין יהב",35.24664,30.69168,"תור צווארון",4
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","עין יהב",35.25442,30.6969,"זנבן ערבי",4
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","עין יהב",35.25442,30.6969,"עפרוני מדבר",2
"עופות","דרום צחיח",2014,NA,NA,"חקלאות","רחוק","עין יהב",35.25442,30.6969,"תור צווארון",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","עזוז",34.47193,30.79429,"בולבול ממושקף",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","עזוז",34.47193,30.79429,"דרור הבית",15
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","עזוז",34.47193,30.79429,"יונת בית",6
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","עזוז",34.47193,30.79429,"עפרוני מדבר",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","עזוז",34.47193,30.79429,"עפרוני מצויץ",5
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","עזוז",34.47193,30.79429,"צוצלת",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","עזוז",34.47193,30.79429,"תור צווארון",13
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","עזוז",34.47197,30.78523,"דרור הבית",17
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","עזוז",34.47197,30.78523,"יונת בית",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","עזוז",34.47197,30.78523,"צוצלת",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","עזוז",34.47197,30.78523,"תור צווארון",5
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","עזוז",34.47241,30.78967,"בולבול ממושקף",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","עזוז",34.47241,30.78967,"דרור הבית",25
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","עזוז",34.47241,30.78967,"עפרוני מצויץ",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","עזוז",34.47241,30.78967,"צוצלת",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","עזוז",34.47241,30.78967,"תור צווארון",15
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.77508,30.85191,"בולבול ממושקף",6
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.77508,30.85191,"דרור הבית",10
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.77508,30.85191,"טריסטרמית",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.77508,30.85191,"צופית בוהקת",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.77508,30.85191,"צוצלת",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.77508,30.85191,"שחור זנב",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.77508,30.85191,"תור צווארון",6
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.78437,30.85638,"בולבול ממושקף",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.78437,30.85638,"יונת בית",11
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.78437,30.85638,"עורב אפור",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.78437,30.85638,"עפרוני מצויץ",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.78437,30.85638,"צוצלת",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.78437,30.85638,"תור צווארון",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.78768,30.84971,"בולבול ממושקף",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.78768,30.84971,"דרור הבית",8
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.78768,30.84971,"נשר מקראי",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.78768,30.84971,"סנונית מדבר",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.78768,30.84971,"עפרוני מצויץ",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.78768,30.84971,"צופית בוהקת",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.78768,30.84971,"צוצלת",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","שדה בוקר",34.78768,30.84971,"תור צווארון",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.82784,30.88603,"דרור הבית",8
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.82784,30.88603,"יונת בית",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.82784,30.88603,"כרוון מצוי",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.82784,30.88603,"סיקסק",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.82784,30.88603,"עורב אפור",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.82784,30.88603,"עפרוני מדבר",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.82784,30.88603,"עפרוני מצויץ",5
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.82784,30.88603,"צוצלת",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.82784,30.88603,"תור צווארון",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.8312,30.88882,"בולבול ממושקף",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.8312,30.88882,"בז מצוי",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.8312,30.88882,"דרור הבית",14
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.8312,30.88882,"יונת בית",9
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.8312,30.88882,"כרוון מצוי",35
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.8312,30.88882,"סנונית מדבר",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.8312,30.88882,"צופית בוהקת",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.8312,30.88882,"צוצלת",5
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.8312,30.88882,"תור צווארון",6
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.83161,30.88374,"טריסטרמית",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.83161,30.88374,"יונת בית",7
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.83161,30.88374,"כרוון מצוי",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.83161,30.88374,"סיקסק",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.83161,30.88374,"סלעית לבנת-כנף",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.83161,30.88374,"סנונית מדבר",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.83161,30.88374,"עפרוני מצויץ",6
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","מרחב עם",34.83161,30.88374,"תור צווארון",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87309,30.93846,"בולבול ממושקף",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87309,30.93846,"חנקן גדול",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87309,30.93846,"יונת בית",10
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87309,30.93846,"עורב חום-עורף",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87309,30.93846,"עפרוני מצויץ",6
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87309,30.93846,"צופית בוהקת",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87309,30.93846,"תור צווארון",7
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87751,30.94207,"בולבול ממושקף",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87751,30.94207,"דרור הבית",23
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87751,30.94207,"זנבן ערבי",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87751,30.94207,"כרוון מצוי",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87751,30.94207,"עפרוני מצויץ",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87751,30.94207,"פשוש",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87751,30.94207,"תור צווארון",8
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87831,30.93776,"בולבול ממושקף",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87831,30.93776,"יונת בית",8
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87831,30.93776,"עפרוני מצויץ",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87831,30.93776,"צוצלת",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ביסלח",34.87831,30.93776,"תור צווארון",12
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92154,30.98361,"דרור הבית",8
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92154,30.98361,"זנבן ערבי",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92154,30.98361,"חצוצרן שחור-מקור",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92154,30.98361,"יונת בית",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92154,30.98361,"סיקסק",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92154,30.98361,"עורב אפור",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92154,30.98361,"עפרוני מצויץ",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92154,30.98361,"תור צווארון",6
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92354,30.99159,"בז מצוי",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92354,30.99159,"דרור הבית",32
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92354,30.99159,"חצוצרן שחור-מקור",5
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92354,30.99159,"יונת בית",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92354,30.99159,"סיקסק",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92354,30.99159,"עורב אפור",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92354,30.99159,"פשוש",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92354,30.99159,"תור צווארון",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92998,30.99494,"דרור הבית",40
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92998,30.99494,"חצוצרן שחור-מקור",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92998,30.99494,"יונת בית",20
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92998,30.99494,"עורב אפור",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92998,30.99494,"עפרוני מצויץ",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92998,30.99494,"פשוש",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","קרוב","ירוחם",34.92998,30.99494,"צופית בוהקת",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","עזוז",34.465,30.80236,"חנקן גדול",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","עזוז",34.465,30.80236,"מדברון",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","עזוז",34.465,30.80236,"עפרוני מצויץ",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","עזוז",34.465,30.80236,"פשוש",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","עזוז",34.465,30.80236,"תור צווארון",5
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","עזוז",34.46664,30.79243,"בולבול ממושקף",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","עזוז",34.46664,30.79243,"דרור הבית",7
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","עזוז",34.46664,30.79243,"זנבן ערבי",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","עזוז",34.46664,30.79243,"עורב אפור",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","עזוז",34.46664,30.79243,"פשוש",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","עזוז",34.46664,30.79243,"צופית בוהקת",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","עזוז",34.46664,30.79243,"צוצלת",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","עזוז",34.46664,30.79243,"תור צווארון",9
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","עזוז",34.48655,30.80379,"עפרוני מדבר",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","שדה בוקר",34.75744,30.8536,"בז מצוי",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","שדה בוקר",34.75744,30.8536,"עפרוני מדבר",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","שדה בוקר",34.75744,30.8536,"עפרוני מצויץ",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","שדה בוקר",34.75744,30.8536,"קורא",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","שדה בוקר",34.75744,30.8536,"קטה גדולה",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","שדה בוקר",34.75744,30.8536,"שחור זנב",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","שדה בוקר",34.79583,30.8565,"בז מצוי",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","שדה בוקר",34.79583,30.8565,"סנונית מדבר",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","שדה בוקר",34.79583,30.8565,"עפרוני מצויץ",6
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","שדה בוקר",34.79583,30.8565,"תור צווארון",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","שדה בוקר",34.80234,30.85467,"סלעית לבנת-כנף",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","שדה בוקר",34.80234,30.85467,"עורב חום-עורף",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","שדה בוקר",34.80234,30.85467,"עפרוני מצויץ",6
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.81018,30.89014,"חוגלת סלעים",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.81018,30.89014,"חנקן גדול",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.81018,30.89014,"מדברון",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.81018,30.89014,"סלעית לבנת-כנף",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.81018,30.89014,"עפרוני מדבר",5
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.81018,30.89014,"עפרוני מצויץ",5
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.82392,30.86775,"חוגלת סלעים",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.82392,30.86775,"חנקן גדול",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.82392,30.86775,"טריסטרמית",13
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.82392,30.86775,"מדברון",4
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.82392,30.86775,"סלעית לבנת-כנף",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.82392,30.86775,"סנונית מדבר",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.82392,30.86775,"עפרוני מדבר",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.82392,30.86775,"עפרוני מצויץ",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.82392,30.86775,"פשוש",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.82392,30.86775,"קורא",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.82392,30.86775,"תור צווארון",6
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.83072,30.86523,"בולבול ממושקף",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.83072,30.86523,"זנבן ערבי",5
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.83072,30.86523,"חצוצרן מדבר",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.83072,30.86523,"עפרוני מדבר",7
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.83072,30.86523,"עפרוני מצויץ",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.83072,30.86523,"שחור זנב",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","מרחב עם",34.83072,30.86523,"תור צווארון",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","ביסלח",34.86441,30.9257,"יונת בית",3
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","ביסלח",34.86441,30.9257,"סלעית לבנת-כנף",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","ביסלח",34.86441,30.9257,"עפרוני מצויץ",8
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","ביסלח",34.86441,30.9257,"קטה גדולה",42
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","ביסלח",34.86441,30.9257,"תור צווארון",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","ביסלח",34.87124,30.94336,"סנונית מדבר",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","ביסלח",34.87124,30.94336,"עפרוני מדבר",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","ביסלח",34.87124,30.94336,"עפרוני מצויץ",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","ביסלח",34.87124,30.94336,"קטה גדולה",2
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","ביסלח",34.87124,30.94336,"שחור זנב",1
"עופות","הר הנגב",2014,NA,"מדרון","יישובים","רחוק","ירוחם",34.88085,30.96964,"יונת בית",2
